,entire,apparel,automotive,baby_product,beauty,book,camera,digital_ebook_purchase,digital_video_download,drugstore,electronics,furniture,grocery,home,home_improvement,industrial_supplies,jewelry,kitchen,lawn_and_garden,luggage,musical_instruments,office_product,other,pc,personal_care_appliances,pet_products,shoes,sports,toy,video_games,watch
3,"{"0": 2331, "1": 1790, "2": 623, "3": 172, "4": 84}","{"0": 1807, "1": 1677, "2": 515, "3": 144, "4": 43}","{"0": 831, "1": 720, "2": 282, "3": 85, "4": 50}","{"0": 324, "1": 319, "2": 127, "3": 40, "4": 16}","{"0": 1307, "1": 1202, "2": 440, "3": 175, "4": 60}","{"0": 420, "1": 336, "2": 153, "3": 53, "4": 24}","{"0": 220, "1": 204, "2": 91, "3": 37, "4": 9}","{"0": 731, "1": 768, "2": 188, "3": 61, "4": 20}","{"0": 129, "1": 141, "2": 65, "3": 18, "4": 9}","{"0": 1271, "1": 1127, "2": 449, "3": 174, "4": 63}","{"0": 752, "1": 582, "2": 205, "3": 63, "4": 28}","{"0": 310, "1": 306, "2": 106, "3": 45, "4": 9}","{"0": 541, "1": 458, "2": 148, "3": 65, "4": 26}","{"0": 2878, "1": 2420, "2": 849, "3": 247, "4": 112}","{"0": 755, "1": 705, "2": 283, "3": 94, "4": 41}","{"0": 184, "1": 208, "2": 76, "3": 48, "4": 14}","{"0": 318, "1": 270, "2": 95, "3": 31, "4": 9}","{"0": 1228, "1": 967, "2": 350, "3": 129, "4": 52}","{"0": 821, "1": 662, "2": 288, "3": 112, "4": 41}","{"0": 141, "1": 136, "2": 55, "3": 12, "4": 5}","{"0": 117, "1": 107, "2": 39, "3": 14, "4": 11}","{"0": 583, "1": 536, "2": 219, "3": 81, "4": 25}","{"0": 1484, "1": 1263, "2": 527, "3": 171, "4": 81}","{"0": 714, "1": 611, "2": 232, "3": 92, "4": 28}","{"0": 6, "1": 7, "2": 2, "3": 4, "4": 1}","{"0": 730, "1": 676, "2": 321, "3": 97, "4": 34}","{"0": 537, "1": 572, "2": 186, "3": 47, "4": 20}","{"0": 894, "1": 853, "2": 292, "3": 102, "4": 39}","{"0": 1059, "1": 864, "2": 271, "3": 80, "4": 27}","{"0": 69, "1": 72, "2": 49, "3": 12, "4": 7}","{"0": 85, "1": 69, "2": 34, "3": 8, "4": 1}"
