,entire,apparel,automotive,baby_product,beauty,book,camera,digital_ebook_purchase,digital_video_download,drugstore,electronics,furniture,grocery,home,home_improvement,industrial_supplies,jewelry,kitchen,lawn_and_garden,luggage,musical_instruments,office_product,other,pc,personal_care_appliances,pet_products,shoes,sports,toy,video_games,watch
0,0.4662,0.4371715241280459,0.4253048780487805,0.38256658595641646,0.4101758793969849,0.44421906693711966,0.38146167557932265,0.4264705882352941,0.36187845303867405,0.41147859922178986,0.46748466257668714,0.3956185567010309,0.4466882067851373,0.44312941899784813,0.40415335463258784,0.35283018867924526,0.43706777316735823,0.4501100513573001,0.4287941787941788,0.3954154727793696,0.4131944444444444,0.4120498614958449,0.42229154849688033,0.43112701252236135,0.25,0.39289558665231433,0.39500734214390604,0.4123853211009174,0.46153846153846156,0.3444976076555024,0.43147208121827413
1,0.4662,0.4371715241280459,0.4253048780487805,0.38256658595641646,0.4101758793969849,0.44421906693711966,0.38146167557932265,0.4264705882352941,0.361878453038674,0.4114785992217898,0.46748466257668714,0.3956185567010309,0.4466882067851373,0.44312941899784813,0.4041533546325878,0.35283018867924526,0.43706777316735823,0.4501100513573001,0.42879417879417886,0.39541547277936967,0.4131944444444444,0.4120498614958449,0.42229154849688033,0.43112701252236135,0.25,0.39289558665231433,0.39500734214390604,0.4123853211009174,0.46153846153846156,0.3444976076555024,0.43147208121827413
2,0.28259999999999996,0.2622496918513889,0.1602271990908667,0.062251655629139035,0.1150266277086408,0.11966412471916443,0.030334002212928923,0.05006864099107666,-0.03688863869664538,0.14079525706223917,0.30547382155567865,0.13589899701989927,0.24345026153686697,0.2428698826687823,0.12036432559239352,-0.004280229620978293,0.22789561080872944,0.20026511078361567,0.10658052683945918,0.10093907768819232,0.04884859038640532,0.1358945200263496,0.1326487883803713,0.1938589189919424,-1.5192012288786478,0.05145847014214,0.1557478795988575,0.1858488282024684,0.3363186275679416,-0.13131515637530056,0.2249740990675665
3,0.4562,0.4340659340659341,0.4303861788617886,0.387409200968523,0.41708542713567837,0.4462474645030426,0.39215686274509803,0.4592760180995475,0.3839779005524862,0.42282749675745784,0.4539877300613497,0.4175257731958763,0.4483037156704362,0.4455886873655088,0.4174653887113951,0.35283018867924526,0.41217150760719223,0.4512105649303008,0.4282744282744283,0.42120343839541546,0.3715277777777778,0.43213296398891965,0.42030629608621667,0.43768634466308887,0.25,0.38805166846071043,0.40969162995594716,0.4188073394495413,0.4624076488483268,0.35406698564593303,0.3248730964467005
4,0.4562,0.4340659340659341,0.43038617886178854,0.387409200968523,0.4170854271356784,0.4462474645030426,0.39215686274509803,0.4592760180995475,0.3839779005524862,0.42282749675745784,0.4539877300613497,0.4175257731958763,0.4483037156704362,0.4455886873655088,0.4174653887113951,0.35283018867924526,0.41217150760719223,0.4512105649303009,0.4282744282744283,0.42120343839541546,0.3715277777777778,0.43213296398891965,0.42030629608621667,0.43768634466308887,0.25,0.3880516684607104,0.40969162995594716,0.41880733944954124,0.4624076488483268,0.35406698564593303,0.3248730964467005
5,0.229,0.3012404734337838,0.13657506155074295,0.09326185220224947,0.1433368187253714,0.1489424881022361,0.06628002925566845,0.16932409298786788,0.09796682009338076,0.11116750730576462,0.2519606796648306,0.2063532754403392,0.22907139223859105,0.2502799948049066,0.13428179597563727,0.004187563208878142,0.22862059145585734,0.19832314968397313,0.15241617685021858,0.1535349634541482,0.09900021016603122,0.14896164438422954,0.14864901124470517,0.16406430442190956,-1.3348694316436247,0.04583581732733344,0.23658512819845476,0.18445194314934132,0.3268163489298752,-0.25701684041700057,0.23324839694228997
6,0.3306,0.29479216435738176,0.3282520325203252,0.3365617433414044,0.3228643216080402,0.3772819472616633,0.34759358288770054,0.3184389140271493,0.27624309392265195,0.324254215304799,0.33496932515337424,0.32989690721649484,0.31906300484652667,0.3335382723639717,0.32055378061767836,0.32264150943396225,0.34024896265560167,0.34556126192223036,0.31652806652806653,0.3667621776504298,0.375,0.3337950138504155,0.32359614293817357,0.31723315444245676,0.25,0.3186221743810549,0.29809104258443464,0.3467889908256881,0.34419817470664926,0.28708133971291866,0.2639593908629442
7,0.3306,0.29479216435738176,0.3282520325203252,0.3365617433414044,0.3228643216080402,0.37728194726166336,0.34759358288770054,0.3184389140271493,0.27624309392265195,0.324254215304799,0.33496932515337424,0.32989690721649484,0.31906300484652667,0.3335382723639717,0.32055378061767836,0.32264150943396225,0.34024896265560167,0.34556126192223036,0.31652806652806653,0.36676217765042984,0.375,0.3337950138504155,0.32359614293817357,0.31723315444245676,0.25,0.3186221743810549,0.29809104258443464,0.3467889908256881,0.34419817470664926,0.28708133971291866,0.2639593908629442
8,-0.055800000000000065,-0.26307772022109255,0.05757204543734018,-0.15419951645117225,-0.12409052240442309,0.10874676888140877,-0.0731204170808093,-0.545294784111678,-0.3021043743170302,-0.03265052797045542,-0.04221851746774563,-0.1196704443091472,-0.11159720344363833,-0.022442688967916347,-0.00592383158889187,0.08801871222445723,0.07129979102909145,0.03784654608624838,-0.06423867156129459,-0.07328479391153642,0.03674302699132326,0.06620319011765663,-0.05114507600036822,-0.062206117548622604,-0.4132104454685097,-0.13886832763906076,-0.19007992189674616,0.04685876541632983,0.05293956240605102,-0.3506769187225811,-0.2025312911264805
9,0.2496,0.2408026755852843,0.26422764227642276,0.22518159806295399,0.26884422110552764,0.21906693711967545,0.27807486631016043,0.16402714932126697,0.26243093922651933,0.25421530479896237,0.27607361963190186,0.24871134020618557,0.2988691437802908,0.25668613587457734,0.25133120340788073,0.2339622641509434,0.24343015214384509,0.23587674247982393,0.28274428274428276,0.17765042979942694,0.22916666666666666,0.24722991689750692,0.2546795235394214,0.29039952295766247,0.4,0.26480086114101187,0.24302496328928047,0.23440366972477064,0.26510212950890916,0.291866028708134,0.2893401015228426
